,player_id,player,games_played,seasons_played,avg_ts_percent,avg_per,avg_mpg,avg_x3p_ar,avg_orb_percent,avg_drb_percent,avg_ast_percent,avg_stl_percent,avg_blk_percent,avg_tov_percent,avg_usg_percent,avg_ows_48,avg_dws_48,avg_obpm,avg_dbpm,avg_bpm,avg_vorp,max_ts_percent,max_per,max_mpg,max_x3p_ar,max_orb_percent,max_drb_percent,max_ast_percent,max_stl_percent,max_blk_percent,max_tov_percent,max_usg_percent,max_ows_48,max_dws_48,max_obpm,max_dbpm,max_bpm,max_vorp,ALL_NBA_total,ALL_DEF_total,1T_ALL_NBA_total,2T_ALL_NBA_total,3T_ALL_NBA_total,1T_ALL_DEF_total,2T_ALL_DEF_total,DPOY_total,MIP_total,MVP_total,ROY_total,SMOY_total
0,2338,Scott Skiles,577,8,0.364,-0.068,0.336,1.36,-1.339,-0.896,1.935,-0.362,-0.886,1.515,-0.164,0.245,-1.314,0.407,-1.128,-0.115,-0.092,1.37,0.905,1.638,2.08,-1.147,-0.592,2.244,0.299,-0.75,2.81,0.526,1.09,-0.548,1.315,-0.637,0.809,0.898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,3399,Lonny Baxter,158,3,-0.153,-0.536,-1.462,-0.973,1.37,0.806,-1.152,-0.817,0.388,0.112,-0.269,-0.495,0.284,-1.251,-0.657,-1.391,-0.823,0.133,-0.434,-1.34,-0.91,1.935,1.241,-1.046,-0.081,0.724,0.366,0.074,-0.388,1.018,-1.142,0.015,-1.088,-0.707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,3437,Chris Kaman,617,9,-0.151,0.096,0.333,-1.078,0.862,1.621,-0.606,-1.226,1.232,0.884,0.514,-0.953,0.648,-0.58,-0.118,-0.596,-0.63,0.915,0.742,1.329,-0.96,1.608,2.772,0.048,-0.886,2.775,2.649,1.676,-0.247,1.223,-0.181,1.043,0.248,0.068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3632,Rashad McCants,212,3,-0.082,-0.199,-0.473,0.824,-0.819,-0.91,-0.256,0.498,-0.4,-0.208,1.159,-0.823,-0.86,-0.007,-0.881,-0.377,-0.47,0.32,0.072,0.173,0.869,-0.716,-0.877,0.029,1.018,-0.26,0.363,1.471,-0.536,-0.01,0.447,-0.341,-0.136,-0.287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,3879,Hasheem Thabeet,181,3,0.652,-1.144,-1.666,-1.097,1.14,0.626,-1.266,-0.345,2.678,2.281,-1.889,-0.693,1.124,-1.821,1.525,-0.974,-0.694,1.792,-0.381,-1.409,-1.014,1.534,1.139,-1.26,0.533,4.203,2.501,-1.826,-0.16,1.798,-1.26,2.088,-0.339,-0.563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,3908,Toney Douglas,320,5,-0.092,-0.252,-0.656,1.152,-0.55,-0.86,0.44,1.162,-0.917,-0.248,-0.019,0.112,-0.741,-0.073,-0.092,-0.093,-0.305,0.682,0.19,-0.027,1.411,-0.332,-0.539,0.67,2.037,-0.715,0.207,0.234,0.66,-0.155,0.555,0.382,0.263,0.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,2736,Marlon Maxey,98,2,1.376,0.356,-1.45,-0.785,2.241,1.549,-1.24,-0.781,1.023,0.447,-0.099,0.251,-0.2,-0.403,-1.381,-0.927,-0.7,1.641,0.448,-1.381,-0.773,2.454,1.587,-1.161,-0.713,1.435,0.483,0.23,0.424,0.092,-0.184,-0.822,-0.89,-0.686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,2125,Jim Thomas,152,2,-0.36,-0.379,-0.315,0.217,-0.622,-0.701,0.123,0.462,-0.801,-0.556,-0.248,-0.318,-0.275,-0.333,0.053,-0.269,-0.441,-0.067,-0.256,0.16,0.434,-0.395,-0.555,0.182,0.883,-0.728,-0.495,-0.192,-0.007,-0.013,-0.204,0.191,-0.188,-0.322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2021,Mark Aguirre,884,12,0.113,1.104,0.621,0.453,0.039,-0.283,0.245,-0.682,-0.504,-0.816,1.965,0.663,-0.521,1.182,-0.835,0.688,0.63,0.826,2.538,1.448,1.109,0.399,0.012,0.748,-0.045,-0.043,-0.308,2.946,1.802,0.705,2.533,0.198,1.862,2.377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,3323,Jason Richardson,805,11,0.012,0.457,1.076,0.772,-0.478,-0.419,0.017,0.187,-0.431,-1.009,0.844,0.274,-0.594,0.868,-0.466,0.598,0.675,0.75,1.104,1.465,1.158,-0.301,0.229,0.617,0.585,-0.059,-0.478,1.627,1.069,0.326,1.467,0.354,1.231,1.726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,3352,Steven Hunter,327,5,0.677,-0.31,-1.007,-1.009,0.792,0.02,-1.254,-2.012,2.313,-0.315,-0.924,-0.022,-0.454,-0.716,-0.182,-0.719,-0.65,1.533,0.067,-0.185,-0.971,1.143,0.538,-1.163,-1.668,3.139,0.386,-0.258,0.633,-0.095,-0.298,0.527,-0.209,-0.463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,3715,Sergio Rodríguez,353,5,-1.053,-0.466,-1.121,0.571,-0.712,-0.999,2.327,1.012,-0.937,2.293,0.071,-1.017,-0.67,-0.221,-1.001,-0.604,-0.635,0.295,0.091,-0.22,0.84,-0.365,-0.731,3.002,1.656,-0.807,2.935,0.501,-0.418,-0.13,0.36,-0.467,-0.234,-0.495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,4036,Klay Thompson,684,9,0.557,0.339,1.126,0.741,-0.914,-0.895,-0.306,-0.418,-0.314,-0.971,1.089,0.197,-0.337,0.847,-1.071,0.286,0.446,1.31,1.425,1.441,1.0,-0.698,-0.575,0.119,0.18,0.082,-0.341,1.703,1.32,0.481,2.125,-0.156,1.785,2.071,2.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
13,4214,Trey Burke,429,7,-1.109,-0.451,-0.588,0.201,-0.898,-1.333,0.858,-0.353,-0.876,-0.491,0.724,-0.461,-1.129,-0.168,-1.333,-0.705,-0.614,-0.375,0.349,0.949,0.601,-0.607,-1.012,1.731,0.724,-0.687,0.807,1.181,0.124,-0.335,0.697,-0.402,0.073,-0.268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,2579,Dennis Scott,575,8,0.045,-0.238,0.418,2.042,-1.098,-0.84,-0.305,-0.339,-0.534,-1.371,0.214,0.246,-0.843,0.535,-0.57,0.228,0.086,1.125,0.572,1.278,2.38,-0.992,-0.722,-0.104,0.189,-0.262,-0.754,1.059,1.531,-0.265,1.491,-0.029,1.101,1.299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,2990,Jamie Feick,167,3,-1.625,-0.649,-0.801,-0.52,1.824,1.85,-0.924,0.034,0.19,-0.143,-1.222,-0.785,0.121,-0.748,-0.798,-0.959,-0.774,-0.851,-0.484,0.366,-0.047,2.323,2.191,-0.828,1.669,0.722,0.528,-0.624,0.195,0.791,-0.162,0.761,-0.383,-0.617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,2046,Chris Engler,154,3,-1.924,-2.099,-1.984,-0.684,0.849,1.185,-1.164,-0.842,0.038,1.288,-1.227,-1.426,-0.895,-2.325,-0.592,-2.426,-0.972,-0.773,-1.786,-1.818,-0.65,1.653,1.548,-0.92,-0.626,0.996,2.045,-1.04,-1.426,-0.895,-1.946,-0.449,-1.953,-0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,1785,Tom LaGarde,211,3,-0.721,-1.053,-0.352,-0.518,0.6,0.957,-0.509,-1.359,-0.004,0.715,-0.235,-1.192,-0.235,-1.241,-0.521,-1.424,-1.001,-0.186,-0.285,0.887,-0.345,1.327,1.357,-0.082,-1.066,0.316,1.205,0.161,-0.553,0.948,-0.323,0.279,-0.716,-0.713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,2484,Bob McCann,141,2,-0.391,-1.046,-1.022,-0.894,0.425,0.405,-0.881,-0.076,0.374,0.415,-0.73,-1.069,-0.152,-1.222,-0.119,-1.133,-0.877,-0.2,-0.849,-0.573,-0.805,0.611,0.574,-0.821,0.0,0.759,0.82,-0.683,-0.9,0.377,-0.934,0.138,-0.964,-0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,2449,Mitch Richmond,939,13,0.576,0.723,1.107,0.521,-0.992,-0.732,0.23,0.008,-0.669,-0.521,1.361,0.659,-0.884,0.978,-0.744,0.535,0.698,1.167,1.88,1.57,1.045,-0.285,-0.37,0.801,1.155,-0.486,-0.135,2.141,1.903,0.291,2.231,-0.19,1.697,2.28,5.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
20,2110,Clyde Drexler,1086,15,0.264,1.669,1.095,0.383,0.316,-0.228,1.114,1.487,-0.135,-0.455,1.256,1.282,0.7,1.764,1.106,1.998,2.137,0.891,2.51,1.569,1.364,0.91,0.263,2.031,2.667,0.253,0.571,2.036,2.213,1.547,3.046,1.778,3.265,3.758,5.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,4117,Michael Kidd-Gilchrist,414,6,-0.419,-0.25,0.146,-1.249,0.522,0.335,-0.719,-0.346,0.385,-0.805,-0.55,-0.175,0.028,-0.706,0.133,-0.577,-0.572,-0.149,0.111,0.666,-1.03,0.816,1.094,-0.406,0.231,0.874,-0.22,-0.15,0.13,0.806,-0.373,0.802,-0.131,-0.161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,4425,Malcolm Delaney,127,2,-1.384,-1.193,-0.828,0.171,-1.012,-0.901,0.994,0.068,-0.992,1.418,-0.295,-1.479,-0.162,-1.437,-0.356,-1.421,-1.007,-0.809,-0.9,-0.744,0.488,-0.992,-0.897,0.997,0.26,-0.845,1.637,-0.149,-0.692,0.714,-0.851,-0.281,-0.932,-0.745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,4959,Jeremiah Robinson-Earl,92,2,-0.841,-0.591,-0.581,0.425,0.883,0.277,-0.881,-0.275,-0.364,-0.987,-0.748,-0.34,-0.257,-0.543,-0.552,-0.675,-0.703,-0.76,-0.46,-0.322,0.527,1.176,0.629,-0.873,-0.116,-0.356,-0.409,-0.673,0.161,-0.181,-0.306,-0.432,-0.538,-0.645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,4939,Herbert Jones,144,2,-0.19,-0.608,0.654,-0.393,0.054,-0.909,-0.467,2.092,0.344,0.449,-0.911,-0.353,0.523,-0.805,1.309,-0.148,-0.114,0.0,-0.584,0.744,-0.249,0.198,-0.858,-0.442,2.098,0.434,0.538,-0.839,-0.265,0.937,-0.786,1.436,-0.116,-0.052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,3900,Rodrigue Beaubois,154,3,-0.059,0.08,-1.136,0.606,-0.904,-0.628,0.799,0.976,-0.253,0.147,0.541,-0.391,0.1,-0.067,0.407,0.12,-0.305,1.727,1.01,-0.406,0.74,-0.884,-0.333,0.922,1.61,0.147,0.36,1.163,0.528,0.884,0.717,1.354,0.712,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,2588,Greg Foster,618,10,-1.045,-1.277,-1.489,-0.702,0.444,0.647,-0.677,-1.482,0.224,0.146,-0.241,-1.291,-0.299,-1.596,-0.802,-1.728,-1.019,-0.239,-0.664,-0.753,-0.525,1.415,1.263,-0.371,-0.918,1.127,0.569,0.49,-0.861,0.175,-1.171,-0.174,-1.235,-0.775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,1671,M.L. Carr,363,6,-0.84,-0.897,-1.079,1.154,-0.359,-0.656,-0.468,0.761,-0.278,-0.109,-0.252,-0.789,0.69,-0.756,0.65,-0.373,-0.473,-0.07,-0.046,-0.123,2.245,-0.111,-0.166,-0.225,1.306,0.228,0.883,0.15,-0.101,1.178,-0.018,1.315,0.609,0.382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,1559,Bobby Jones,537,7,1.629,0.673,-0.053,-0.535,-0.062,0.013,-0.242,0.695,1.066,0.046,-0.549,1.038,1.159,0.821,1.732,1.589,1.089,1.956,1.486,0.503,-0.4,0.387,0.208,0.167,1.706,1.713,0.873,0.29,1.764,1.996,1.447,3.119,2.253,1.765,0.0,6.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0
29,2410,Brian Shaw,942,13,-1.311,-0.712,-0.238,0.711,-0.669,-0.184,1.124,0.048,-0.5,1.14,-0.448,-0.894,-0.158,-0.315,0.165,-0.218,-0.378,-0.191,0.333,1.106,2.006,-0.192,0.335,1.512,0.683,-0.341,2.769,0.014,0.231,1.171,0.61,0.957,0.549,0.628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,3536,Justin Reed,113,2,-1.608,-1.604,-1.539,-1.043,0.107,-0.865,-0.621,-0.923,-0.425,0.041,0.162,-1.985,-0.459,-1.876,-1.466,-2.349,-1.019,-1.277,-1.365,-1.234,-1.022,0.201,-0.558,-0.527,-0.557,-0.319,0.313,0.343,-1.34,-0.375,-1.546,-0.949,-1.819,-0.945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,4578,Wes Iwundu,223,4,-1.439,-1.525,-1.103,-0.267,-0.406,-0.433,-0.825,-0.3,-0.472,-0.234,-1.277,-0.732,-0.38,-1.691,-0.036,-1.488,-0.995,-0.48,-1.007,-0.762,-0.024,-0.203,-0.047,-0.659,0.083,-0.238,0.632,-1.026,-0.358,0.172,-1.146,0.41,-1.003,-0.857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,3898,Patty Mills,794,11,0.142,-0.222,-0.478,1.276,-0.844,-1.342,0.296,0.149,-0.928,-0.498,0.168,0.038,-0.325,0.313,-0.402,0.1,-0.125,1.187,0.963,0.61,1.542,-0.555,-0.914,1.182,1.105,-0.84,0.436,1.101,1.201,1.1,1.369,0.92,1.604,0.835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,2731,Litterial Green,97,2,-0.468,-0.451,-1.656,-0.332,-1.107,-1.428,1.077,0.883,-0.781,0.139,-0.327,-0.043,-0.024,-0.577,0.426,-0.305,-0.608,-0.068,-0.237,-1.387,-0.249,-1.031,-1.291,1.396,1.624,-0.713,0.193,0.034,0.216,0.38,-0.559,1.227,-0.007,-0.562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,2924,George Zídek,123,2,-0.897,-1.306,-1.58,-1.028,1.054,0.365,-1.048,-1.612,-0.642,-0.219,-0.078,-0.751,-1.297,-1.641,-2.06,-2.253,-1.112,-0.773,-1.1,-1.266,-1.0,1.301,0.367,-0.882,-1.532,-0.625,0.318,0.382,-0.622,-1.093,-1.589,-1.934,-2.221,-0.897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,2711,Don MacLean,193,3,-0.179,0.423,-0.36,-0.656,-0.078,0.301,-0.313,-1.168,-0.709,-1.099,1.639,0.012,-1.24,0.187,-1.788,-0.599,-0.498,1.026,0.922,0.95,-0.553,0.056,0.388,0.044,-0.992,-0.605,-0.83,2.011,1.238,-0.69,0.885,-1.271,-0.075,-0.092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
36,1625,Bill Robinzine,215,3,-0.156,-0.203,-0.557,-0.469,0.769,0.879,-0.843,0.747,-0.647,0.362,0.785,-0.929,0.102,-1.036,-0.492,-1.192,-0.841,0.442,0.143,0.059,-0.455,0.876,1.324,-0.512,1.133,-0.46,1.214,1.227,-0.12,1.758,-0.47,0.462,-0.319,-0.392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,2264,Patrick Ewing,1119,15,0.43,1.56,1.022,-0.809,0.383,1.87,-0.499,-0.399,2.087,-0.144,1.736,0.026,1.967,0.561,1.235,0.99,1.213,1.717,2.717,1.485,-0.542,1.106,2.486,-0.013,0.438,3.336,0.685,2.666,1.55,3.853,1.587,2.213,2.072,2.641,7.0,3.0,1.0,6.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0
38,2526,Michael Ansley,139,2,0.942,0.707,-1.065,-0.764,2.409,0.46,-0.955,-0.689,-0.474,-1.451,-0.252,1.512,-1.175,0.546,-1.332,-0.065,-0.411,1.404,0.733,-0.894,-0.76,2.655,0.551,-0.932,-0.237,-0.32,-1.371,0.098,1.646,-0.575,0.638,-0.624,0.128,-0.343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,2307,Harold Pressley,299,4,-0.617,-0.168,-0.253,1.618,0.387,-0.007,-0.037,0.354,0.115,-0.224,-0.171,-0.384,-0.559,0.16,0.184,0.222,-0.056,0.022,0.415,0.403,2.811,0.946,0.281,0.339,0.508,0.363,0.252,0.017,0.314,-0.19,0.917,0.456,0.853,0.634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,2239,Ed Pinckney,759,10,1.455,0.098,-0.529,-0.757,1.165,0.64,-0.832,0.264,0.187,0.262,-1.166,0.66,0.097,0.186,0.303,0.277,-0.084,2.447,0.792,0.401,-0.576,2.517,1.758,-0.579,1.262,0.684,1.299,-0.198,1.66,1.175,0.739,0.948,0.874,0.456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,3450,Jarvis Hayes,406,6,-0.648,-0.862,-0.167,0.779,-0.826,-0.281,-0.645,0.091,-0.725,-1.168,-0.233,-0.687,-0.68,-0.571,-0.657,-0.794,-0.804,-0.089,-0.297,0.469,1.651,-0.605,0.199,-0.465,0.753,-0.59,-0.298,0.382,-0.215,0.907,-0.22,0.332,-0.066,-0.346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,4364,Stanley Johnson,394,6,-1.483,-1.266,-0.45,0.479,-0.488,-0.209,-0.43,1.132,-0.452,0.524,-0.58,-1.521,0.241,-1.441,0.651,-0.979,-0.823,-0.176,-0.998,0.441,0.862,-0.367,0.218,-0.293,1.843,-0.013,1.518,0.04,-0.359,0.782,-1.177,1.254,-0.74,-0.648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,4841,Jaden McDaniels,212,3,-0.127,-0.994,0.239,0.286,-0.173,-0.536,-0.863,-0.318,0.777,-0.045,-0.856,-0.672,-0.491,-1.069,-0.008,-0.928,-0.829,0.5,-0.654,0.698,0.633,-0.118,-0.357,-0.736,0.068,0.968,0.156,-0.625,-0.388,-0.141,-0.666,0.383,-0.433,-0.377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,4838,Isaac Okoro,210,3,-0.13,-1.152,0.429,0.066,-0.273,-1.239,-0.741,-0.009,-0.364,-0.335,-1.114,-0.397,-0.26,-1.143,0.339,-0.866,-0.944,0.56,-0.934,1.063,0.498,-0.199,-0.924,-0.665,0.437,-0.017,0.067,-0.855,0.062,0.934,-0.746,1.349,-0.116,-0.244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,3008,Matt Maloney,266,4,0.19,-0.913,0.145,2.134,-1.388,-1.322,0.461,0.025,-0.915,0.329,-0.899,-0.312,-1.06,-0.16,-0.473,-0.34,-0.414,1.159,-0.551,0.359,2.592,-1.314,-1.104,0.779,0.748,-0.85,0.566,-0.744,0.332,-0.304,0.162,0.46,0.164,0.106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,2087,Quintin Dailey,422,6,-0.545,0.217,0.006,-0.298,-0.82,-0.882,0.19,0.495,-0.741,-0.77,1.745,-0.575,-0.937,-0.121,-0.904,-0.499,-0.559,-0.065,0.631,0.674,-0.025,-0.529,-0.661,0.67,1.217,-0.593,-0.275,2.513,-0.222,-0.202,0.231,-0.172,0.128,-0.108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,1845,Abdul Jeelani,143,2,0.218,0.657,-1.046,-0.46,0.587,0.21,-0.519,-0.147,0.401,-0.356,0.984,0.266,-0.235,0.385,-0.373,0.144,-0.34,0.791,1.062,-1.033,-0.313,0.786,0.388,-0.346,0.216,0.488,-0.152,1.096,0.822,0.212,0.896,-0.177,0.697,-0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,2315,Johnny Newman,1159,16,0.608,-0.453,-0.115,0.55,-0.72,-1.281,-0.582,0.188,-0.602,-0.477,0.069,0.189,-1.102,-0.316,-0.516,-0.498,-0.528,1.533,0.368,0.835,2.411,-0.151,-1.047,-0.212,0.698,-0.313,0.182,1.039,1.292,-0.263,0.72,0.387,0.582,0.413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,3412,Pat Burke,104,2,-1.218,-1.16,-1.594,-0.811,0.432,0.076,-0.865,-0.805,0.515,0.54,0.486,-1.924,-0.472,-1.894,-0.818,-2.042,-0.981,-0.213,-0.929,-1.342,-0.736,0.583,0.306,-0.714,-0.576,0.565,1.438,0.54,-1.46,-0.318,-1.764,-0.167,-1.956,-0.818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,4487,Daniel Theis,306,5,0.996,0.205,-0.657,-0.446,1.104,0.524,-0.612,-0.579,1.297,0.032,-0.679,0.732,0.918,-0.359,0.852,0.056,-0.168,1.362,0.618,-0.057,-0.167,1.649,0.844,-0.484,0.083,1.878,1.282,-0.527,1.512,2.22,0.263,1.925,0.877,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,3911,Tyler Hansbrough,399,6,0.113,-0.035,-1.039,-1.098,1.641,0.261,-1.069,-0.139,-0.382,-0.605,-0.343,0.653,0.426,-0.497,-0.685,-0.727,-0.655,1.356,0.48,-0.314,-1.0,2.209,0.782,-0.908,0.588,-0.031,0.282,0.825,1.495,1.174,-0.094,-0.295,-0.444,-0.537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,4746,Kendrick Nunn,193,3,-0.464,-0.478,-0.08,0.389,-0.87,-0.913,0.076,-0.042,-0.647,-0.252,0.603,-1.042,-0.611,-0.425,-0.967,-0.775,-0.664,0.408,-0.137,0.644,0.562,-0.822,-0.808,0.393,0.164,-0.565,0.098,0.841,-0.322,-0.364,-0.029,-0.402,-0.194,-0.232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,3980,Xavier Henry,138,3,-1.08,-1.161,-0.99,-0.543,-0.5,-0.451,-0.747,0.422,-0.62,-0.285,0.106,-1.443,-0.423,-1.395,-0.648,-1.516,-0.971,-0.625,-0.56,-0.413,-0.091,-0.406,-0.234,-0.511,1.262,-0.49,-0.076,0.787,-1.232,0.14,-0.912,-0.306,-0.989,-0.812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,1588,Jan van Breda Kolff,201,3,0.527,-1.566,-0.67,0.224,-0.813,-0.297,-0.41,-0.45,0.469,1.862,-1.672,-0.629,0.074,-1.131,0.983,-0.515,-0.614,2.044,-1.109,0.466,0.375,-0.728,0.131,-0.13,0.049,0.657,2.671,-1.407,0.487,0.682,-0.617,1.557,-0.142,-0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,1352,Darnell Hillman,49,1,-1.279,-1.64,-1.301,-0.542,0.575,1.021,-0.777,-0.649,0.66,1.467,-0.839,-1.86,-0.136,-2.087,0.188,-1.821,-1.096,-1.279,-1.64,-1.301,-0.542,0.575,1.021,-0.777,-0.649,0.66,1.467,-0.839,-1.86,-0.136,-2.087,0.188,-1.821,-1.096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,3910,Ty Lawson,551,8,0.297,0.532,0.628,-0.04,-0.7,-1.186,1.883,0.644,-0.946,0.755,0.134,0.896,-0.915,0.838,-0.609,0.494,0.523,1.341,1.13,1.574,0.177,-0.437,-0.989,3.277,1.121,-0.849,1.85,0.706,1.606,-0.603,1.578,-0.363,1.275,1.595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,3965,Ömer Aşık,422,6,0.268,-0.268,-0.541,-1.18,1.944,2.13,-0.982,-0.952,0.897,1.796,-1.142,-0.323,1.153,-0.774,0.177,-0.6,-0.592,0.604,0.203,0.715,-1.014,2.37,2.741,-0.877,0.077,2.124,2.736,-0.581,0.338,3.002,-0.061,2.017,-0.192,-0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,4074,Chris Copeland,147,3,0.399,-0.133,-1.444,1.266,-0.465,-0.637,-0.457,-1.34,-0.186,-0.269,0.857,-0.236,0.311,0.519,-0.821,0.107,-0.612,1.667,0.701,-1.004,2.014,-0.255,-0.488,-0.097,-1.044,0.197,0.681,1.227,1.317,1.017,1.928,0.203,1.794,-0.417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,4539,Luke Kornet,115,2,0.802,0.173,-1.355,0.072,0.785,-0.115,-0.572,-0.515,1.886,-0.71,-0.791,0.566,0.418,0.255,0.789,0.56,-0.226,2.22,0.357,-0.91,1.67,1.909,-0.058,-0.484,0.379,2.154,-0.077,-0.247,1.533,1.222,0.656,1.085,0.779,-0.141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,4858,Lamar Stevens,125,2,-0.905,-1.003,-1.056,-0.619,0.068,-0.108,-1.056,-0.279,-0.128,-0.769,-0.676,-0.89,0.695,-1.269,0.141,-1.034,-0.838,-0.569,-0.814,-0.954,-0.264,0.1,0.258,-0.896,-0.074,-0.085,-0.323,-0.364,-0.793,0.965,-1.186,0.162,-0.995,-0.831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
